test_year,year_complete,model,side,label,threshold,sample_mode,train_rows,candidate_rows,signal_count,coverage,precision,natural_precision,precision_lift,actual_up_rate,actual_down_rate,avg_future_ret_3w,median_future_ret_3w,avg_future_mfe_3w,avg_future_mae_3w,natural_avg_future_ret_3w,avg_return_lift
2021,True,qda,bottom,manual_weak_bottom_label,0.6,non_overlapping,115,8,5,0.625,0.4,0.5,-0.09999999999999998,1.0,0.0,0.029299684,0.02263074,0.045292636,-0.018745012,0.034160525,-0.004860840999999998
2021,True,qda,bottom,manual_weak_bottom_label,0.7,all_signals,115,8,8,1.0,0.5,0.5,0.0,1.0,0.0,0.034160525,0.029623820000000002,0.05181736125,-0.0164593275,0.034160525,0.0
2021,True,qda,bottom,manual_weak_bottom_label,0.7,non_overlapping,115,8,5,0.625,0.4,0.5,-0.09999999999999998,1.0,0.0,0.029299684,0.02263074,0.045292636,-0.018745012,0.034160525,-0.004860840999999998
2021,True,qda,top,manual_weak_top_label,0.3,all_signals,104,23,23,1.0,0.2608695652173913,0.2608695652173913,0.0,0.6956521739130435,0.30434782608695654,0.008074103913043479,0.01672766,0.03496539956521739,-0.034376977391304346,0.008074103913043479,0.0
2021,True,qda,top,manual_weak_top_label,0.3,non_overlapping,104,23,9,0.391304347826087,0.3333333333333333,0.2608695652173913,0.07246376811594202,0.7777777777777778,0.2222222222222222,0.006167588888888889,0.01862717,0.03508798333333333,-0.029983318888888888,0.008074103913043479,-0.00190651502415459
2021,True,qda,top,manual_weak_top_label,0.4,all_signals,104,23,23,1.0,0.2608695652173913,0.2608695652173913,0.0,0.6956521739130435,0.30434782608695654,0.008074103913043479,0.01672766,0.03496539956521739,-0.034376977391304346,0.008074103913043479,0.0
2021,True,qda,top,manual_weak_top_label,0.4,non_overlapping,104,23,9,0.391304347826087,0.3333333333333333,0.2608695652173913,0.07246376811594202,0.7777777777777778,0.2222222222222222,0.006167588888888889,0.01862717,0.03508798333333333,-0.029983318888888888,0.008074103913043479,-0.00190651502415459
2021,True,qda,top,manual_weak_top_label,0.5,all_signals,104,23,23,1.0,0.2608695652173913,0.2608695652173913,0.0,0.6956521739130435,0.30434782608695654,0.008074103913043479,0.01672766,0.03496539956521739,-0.034376977391304346,0.008074103913043479,0.0
2021,True,qda,top,manual_weak_top_label,0.5,non_overlapping,104,23,9,0.391304347826087,0.3333333333333333,0.2608695652173913,0.07246376811594202,0.7777777777777778,0.2222222222222222,0.006167588888888889,0.01862717,0.03508798333333333,-0.029983318888888888,0.008074103913043479,-0.00190651502415459
2021,True,qda,top,manual_weak_top_label,0.6,all_signals,104,23,23,1.0,0.2608695652173913,0.2608695652173913,0.0,0.6956521739130435,0.30434782608695654,0.008074103913043479,0.01672766,0.03496539956521739,-0.034376977391304346,0.008074103913043479,0.0
2021,True,qda,top,manual_weak_top_label,0.6,non_overlapping,104,23,9,0.391304347826087,0.3333333333333333,0.2608695652173913,0.07246376811594202,0.7777777777777778,0.2222222222222222,0.006167588888888889,0.01862717,0.03508798333333333,-0.029983318888888888,0.008074103913043479,-0.00190651502415459
2021,True,qda,top,manual_weak_top_label,0.7,all_signals,104,23,23,1.0,0.2608695652173913,0.2608695652173913,0.0,0.6956521739130435,0.30434782608695654,0.008074103913043479,0.01672766,0.03496539956521739,-0.034376977391304346,0.008074103913043479,0.0
2021,True,qda,top,manual_weak_top_label,0.7,non_overlapping,104,23,9,0.391304347826087,0.3333333333333333,0.2608695652173913,0.07246376811594202,0.7777777777777778,0.2222222222222222,0.006167588888888889,0.01862717,0.03508798333333333,-0.029983318888888888,0.008074103913043479,-0.00190651502415459
2021,True,svm,bottom,manual_weak_bottom_label,0.3,all_signals,115,8,0,0.0,,0.5,,,,,,,,0.034160525,
